Horodateur,Seconde ville,Troisième ville,Première ville,Environnement,Vie sociale,Accès à la culture,Sécurité,Facilité de transport,Accès à l'emploi,Vie de famille,Coût de la vie,Mer,Montagne,Toulouse,Marseille,Alès,Paris,Annecy,Bordeaux,Lyon,La Rochelle,Saint Chamas,Note max,Proche de la mer?,Proche de la montagne
,,,Annecy,8,4,7,8,4,4,6,5,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,9,6,7,9,3,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,5,6,7,10,3,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,7,4,7,5,5,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,9,4,4,9,2,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,8,5,3,9,1,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,7,5,2,6,1,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,10,4,7,5,1,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,8,6,6,6,4,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,9,6,7,5,2,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,6,4,2,9,1,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,5,5,3,8,5,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,6,5,2,10,1,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,6,6,6,9,3,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,8,7,3,5,3,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,5,6,6,10,5,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,7,6,4,10,3,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,10,4,7,10,1,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,7,6,6,10,1,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,5,7,5,10,4,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,6,6,6,7,2,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,5,4,2,6,1,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,8,5,5,7,1,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,6,5,4,10,3,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,7,6,7,10,1,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,8,5,3,10,5,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,9,6,4,6,4,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,9,4,6,9,1,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,5,5,2,5,1,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,7,4,4,5,3,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,8,4,7,5,2,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,5,7,3,8,3,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,9,5,2,5,1,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,10,5,7,7,1,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,6,5,4,6,3,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,5,7,6,5,4,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,6,4,7,5,1,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,5,5,4,9,3,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,5,6,5,6,2,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,10,4,2,10,3,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,10,5,4,9,4,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,10,5,3,8,2,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,8,5,5,6,2,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,9,6,7,5,1,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,9,5,5,10,2,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,6,4,3,5,4,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,8,5,4,7,4,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,10,4,3,5,1,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,10,4,4,10,4,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,9,7,5,7,4,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,7,4,2,8,1,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,7,4,4,5,1,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,9,4,3,9,5,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,9,4,3,10,2,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,5,7,2,8,4,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,10,5,2,6,4,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,9,6,7,6,4,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,10,4,7,8,3,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,9,6,6,9,1,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,9,5,6,10,2,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,10,5,4,9,5,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,9,5,2,7,4,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,6,4,7,9,4,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,5,6,7,9,4,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,6,4,7,9,5,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,5,5,5,10,5,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,6,5,2,9,4,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,5,7,6,10,3,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,6,6,5,9,1,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,6,7,4,6,5,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,7,4,5,7,3,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,9,4,4,6,1,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,6,5,2,10,3,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,5,6,5,8,1,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,8,5,4,10,3,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,7,5,7,5,5,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,7,4,2,8,5,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,6,6,3,7,5,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,6,6,5,8,4,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,9,5,2,5,1,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,7,5,3,10,5,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,9,6,7,8,4,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,10,4,5,10,1,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,10,6,2,8,2,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,7,6,7,9,3,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,5,6,6,7,1,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,8,6,3,6,2,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,7,4,4,6,5,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,7,6,3,5,5,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,6,6,6,8,1,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,10,5,2,10,2,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,9,4,2,10,3,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,10,6,2,6,2,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,6,5,3,10,3,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,6,4,4,5,2,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,7,4,6,6,4,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,10,5,4,9,1,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,8,6,2,5,1,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,8,5,4,5,4,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,9,5,5,6,4,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,9,5,6,5,1,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,6,4,5,6,4,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,8,5,7,10,5,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,5,4,5,8,3,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,9,4,7,10,4,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,9,7,5,7,5,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,9,5,4,5,5,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,9,6,2,7,5,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,6,7,6,7,5,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,6,6,7,5,3,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,5,7,7,10,1,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,6,6,5,10,4,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,7,6,7,7,4,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,9,4,5,5,5,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,9,4,7,6,1,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,10,4,2,9,1,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,7,4,4,9,5,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,5,4,7,5,1,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,6,4,3,9,2,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,5,6,6,8,3,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,8,5,6,7,2,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,6,7,4,9,1,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,7,4,7,5,3,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,8,7,2,8,2,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,6,7,3,10,2,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,8,4,6,6,3,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,6,7,2,8,1,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,9,5,3,10,2,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,7,5,7,9,1,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,9,6,5,9,5,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,5,4,4,10,2,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,5,7,7,7,4,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,6,6,6,8,5,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,9,4,4,10,2,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,10,6,4,5,1,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,8,4,4,8,4,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,5,7,5,7,1,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,9,7,7,9,4,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,8,5,4,7,1,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,6,5,3,6,2,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,6,6,7,7,4,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,8,4,2,7,4,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,6,6,2,8,5,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,5,6,2,7,2,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,5,4,3,10,5,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,9,7,5,9,5,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,5,4,6,10,2,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,6,4,2,8,5,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,8,5,4,10,3,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,6,4,7,6,5,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,10,5,7,8,1,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,5,6,6,7,1,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,10,5,2,6,5,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,5,4,4,10,1,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,7,5,4,5,5,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,5,4,5,9,4,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,8,7,7,7,3,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,6,7,5,6,5,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,5,7,6,8,5,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,8,5,7,5,2,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,8,7,4,8,1,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,6,5,6,6,4,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,5,7,2,6,3,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,10,7,4,5,5,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,8,7,7,10,2,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,7,6,5,5,3,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,6,7,7,10,5,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,10,4,6,9,2,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,5,6,6,7,1,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,7,6,3,10,3,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,7,4,7,10,2,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,5,4,5,7,4,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,7,6,6,5,3,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,7,5,4,8,3,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,9,6,3,10,2,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,7,4,2,6,3,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,6,7,7,8,3,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,8,6,5,6,2,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,6,4,7,7,2,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,9,6,2,8,5,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,10,7,7,8,4,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,6,5,4,10,4,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,5,4,2,7,4,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,7,7,4,8,3,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,5,6,2,5,1,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,7,7,5,10,4,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,9,7,2,9,5,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,10,4,5,5,5,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,6,6,7,10,4,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,9,6,6,8,2,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,7,7,5,5,2,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,6,4,3,9,3,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,8,7,4,9,3,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,10,5,4,6,5,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,9,6,3,7,1,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,7,4,2,9,3,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,5,4,4,10,2,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,10,6,5,9,2,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,10,7,4,7,3,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,5,6,7,9,1,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,7,6,7,8,5,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,8,7,5,5,4,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,8,7,6,6,1,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,8,6,4,10,5,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,6,6,7,6,4,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,5,6,5,10,1,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,10,5,6,5,3,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,9,4,7,10,3,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,9,7,3,7,4,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,9,5,2,8,5,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,10,4,4,5,2,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,6,5,4,5,3,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,8,4,4,8,4,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,5,5,5,7,2,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,5,5,2,8,3,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,8,4,2,7,4,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,7,4,7,10,2,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,8,6,7,8,1,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,9,6,6,9,2,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,5,6,5,6,4,1,1,,,,,,,,,,,,
,,,Annecy,7,4,7,9,7,4,5,2,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,6,4,3,9,4,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,8,7,2,10,1,0,0,,,,,,,,,,,,
,,,Annecy,8,4,7,5,4,6,10,1,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,6,5,7,6,3,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,9,7,5,5,2,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,9,7,3,6,4,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,9,6,7,8,2,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,5,6,6,5,5,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,8,7,5,10,4,1,1,,,,,,,,,,,,
,,,Annecy,7,4,7,10,6,5,6,2,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,8,4,5,7,2,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,6,4,3,9,1,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,8,6,6,5,4,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,8,5,3,7,4,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,9,5,2,9,3,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,6,6,3,6,1,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,10,4,3,5,4,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,7,6,5,6,2,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,8,5,5,9,1,1,0,,,,,,,,,,,,
,,,Annecy,7,4,7,7,7,6,9,4,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,10,5,4,6,4,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,6,7,5,5,1,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,5,6,2,7,5,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,6,7,2,8,3,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,7,6,7,8,3,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,9,7,5,5,5,1,0,,,,,,,,,,,,
,,,Annecy,8,4,6,6,5,5,9,4,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,7,6,7,7,5,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,6,4,3,10,5,1,0,,,,,,,,,,,,
,,,Annecy,8,4,5,6,7,2,8,1,1,0,,,,,,,,,,,,
,,,Annecy,8,4,7,9,6,6,5,4,1,0,,,,,,,,,,,,
,,,Annecy,7,4,5,9,7,6,6,1,1,0,,,,,,,,,,,,
,,,Annecy,7,4,6,10,4,3,6,4,1,0,,,,,,,,,,,,
,,,Bordeaux,7,10,10,8,5,6,7,4,1,1,1,4,3,5,3,5,3,3,5,,,
,,,Bordeaux,9,8,8,7,8,6,6,5,1,0,1,1,2,4,1,2,1,1,5,,,
,,,Bordeaux,9,7,7,6,7,7,5,6,1,0,5,4,2,5,2,5,5,4,3,,,
,,,Bordeaux,10,7,6,7,6,9,7,5,0,0,2,3,2,5,3,1,3,5,2,,,
,,,Bordeaux,10,8,7,6,7,10,8,7,0,0,5,4,1,1,4,3,2,5,1,,,
,,,Bordeaux,8,7,4,7,6,6,6,7,1,1,,,,,,,,,,,,
,,,Bordeaux,5,8,4,7,8,9,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,5,6,8,7,5,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,6,7,6,8,9,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,7,6,8,5,8,5,7,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,8,9,7,6,4,5,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,6,8,7,6,5,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,9,8,6,8,6,8,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,8,5,5,7,7,8,5,0,1,,,,,,,,,,,,
,,,Bordeaux,5,5,8,6,6,9,6,6,0,0,,,,,,,,,,,,
,,,Bordeaux,6,8,8,6,7,9,6,5,0,0,,,,,,,,,,,,
,,,Bordeaux,5,6,8,5,8,8,8,7,0,0,,,,,,,,,,,,
,,,Bordeaux,6,6,7,6,6,5,7,6,0,0,,,,,,,,,,,,
,,,Bordeaux,8,6,5,8,8,6,7,6,0,0,,,,,,,,,,,,
,,,Bordeaux,6,5,5,6,8,6,5,7,0,0,,,,,,,,,,,,
,,,Bordeaux,8,5,4,5,8,6,6,6,0,0,,,,,,,,,,,,
,,,Bordeaux,8,7,5,5,5,4,6,5,0,0,,,,,,,,,,,,
,,,Bordeaux,5,6,4,6,7,8,7,7,0,0,,,,,,,,,,,,
,,,Bordeaux,7,7,9,7,7,8,8,7,0,0,,,,,,,,,,,,
,,,Bordeaux,8,7,6,8,6,8,8,5,0,0,,,,,,,,,,,,
,,,Bordeaux,7,8,7,8,5,5,5,6,0,0,,,,,,,,,,,,
,,,Bordeaux,8,7,8,7,6,9,7,7,0,0,,,,,,,,,,,,
,,,Bordeaux,5,7,9,6,5,8,5,6,0,0,,,,,,,,,,,,
,,,Bordeaux,5,8,4,7,5,7,5,7,0,0,,,,,,,,,,,,
,,,Bordeaux,6,6,9,6,7,6,7,6,0,0,,,,,,,,,,,,
,,,Bordeaux,8,6,4,7,7,7,7,5,0,0,,,,,,,,,,,,
,,,Bordeaux,6,7,6,6,8,4,8,5,0,0,,,,,,,,,,,,
,,,Bordeaux,6,7,9,6,7,4,5,6,0,0,,,,,,,,,,,,
,,,Bordeaux,6,7,6,7,7,4,5,6,0,0,,,,,,,,,,,,
,,,Bordeaux,7,8,4,7,7,5,5,5,0,0,,,,,,,,,,,,
,,,Bordeaux,5,6,9,5,5,6,8,7,0,0,,,,,,,,,,,,
,,,Bordeaux,5,5,8,5,5,6,7,6,0,0,,,,,,,,,,,,
,,,Bordeaux,7,8,4,6,5,4,5,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,7,6,6,7,5,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,8,4,7,5,8,7,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,9,5,6,4,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,5,8,6,7,5,9,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,8,5,5,6,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,5,9,6,6,9,5,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,5,4,6,7,5,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,7,9,8,6,9,7,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,6,5,7,5,5,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,5,5,5,8,6,7,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,6,8,7,8,7,7,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,5,7,7,6,7,6,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,6,6,7,7,8,8,5,1,0,,,,,,,,,,,,
,,,Bordeaux,7,7,4,8,8,5,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,4,7,6,6,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,8,5,9,8,8,8,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,7,5,8,6,5,4,8,5,1,0,,,,,,,,,,,,
,,,Bordeaux,7,8,6,5,8,8,5,5,1,0,,,,,,,,,,,,
,,,Bordeaux,7,7,5,5,8,6,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,6,4,5,7,5,7,6,1,0,,,,,,,,,,,,
,,,Bordeaux,5,5,7,6,5,5,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,5,8,5,5,5,8,8,5,1,0,,,,,,,,,,,,
,,,Bordeaux,8,7,8,5,6,6,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,6,7,5,7,6,5,1,0,,,,,,,,,,,,
,,,Bordeaux,7,7,7,8,8,7,6,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,5,9,5,7,6,7,6,1,0,,,,,,,,,,,,
,,,Bordeaux,8,7,4,6,7,8,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,7,9,7,6,9,7,5,1,0,,,,,,,,,,,,
,,,Bordeaux,8,7,5,5,8,9,8,7,1,0,,,,,,,,,,,,
,,,Bordeaux,5,8,5,5,8,4,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,8,7,7,5,8,5,1,0,,,,,,,,,,,,
,,,Bordeaux,8,5,8,7,8,8,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,5,6,5,7,5,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,7,7,9,7,8,4,6,6,1,0,,,,,,,,,,,,
,,,Bordeaux,5,5,6,5,5,9,6,7,1,0,,,,,,,,,,,,
,,,Bordeaux,6,7,4,6,7,6,6,5,1,0,,,,,,,,,,,,
,,,Bordeaux,5,8,9,7,7,6,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,5,7,8,5,6,5,7,1,0,,,,,,,,,,,,
,,,Bordeaux,7,7,4,6,6,4,8,5,1,0,,,,,,,,,,,,
,,,Bordeaux,5,5,9,6,7,8,7,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,8,7,7,8,9,6,5,1,0,,,,,,,,,,,,
,,,Bordeaux,5,7,4,8,7,8,8,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,5,6,6,6,9,6,5,1,0,,,,,,,,,,,,
,,,Bordeaux,8,5,9,8,6,6,7,6,1,0,,,,,,,,,,,,
,,,Bordeaux,6,6,9,7,6,8,6,5,1,0,,,,,,,,,,,,
,,,Bordeaux,6,6,8,6,7,7,5,6,1,0,,,,,,,,,,,,
,,,Bordeaux,7,5,6,5,5,4,6,5,1,0,,,,,,,,,,,,
,,,Bordeaux,5,7,9,7,7,6,8,5,1,0,,,,,,,,,,,,
